"Category","RelativePath","Bytes","Chars","Lines","SHA256","ChunkChars","TotalChunks","ReadUntil","Status"
"00-book","00-book\世界设计史_I_史前至一战.md","1752866","794576","88","E448F79540E4F11363584DA46F14890E50B9B155D36E442A299E6A326B16D13C","7000","114","0","PENDING"
"00-book","00-book\世界设计史_II_苏联至二战.md","2980301","1303111","67","2F7E1DEC8888B2CDEA0813ADDED7FF32F584B1CF9D26C74133C5B927C535CF71","7000","187","0","PENDING"
"00-book","00-book\斯塔夫里阿诺斯, L.S.：《全球通史-1500年以后的世界》.md","1708513","587415","1","EB2471234D101485109DF5B2F03D95708F11E51E27F151112DD844C670C0AB0D","7000","84","0","PENDING"
"00-book","00-book\唐內拉·梅多斯：《系统之美：决策者的系统思考》，2012.md","446355","159549","152","78EE2F01EFD2BEB76725D0BB9ADDD1F10A5F8A738DD2AE1132CF5B3CDE85887C","7000","23","0","PENDING"
"00-book","00-book\万长林：《香港平面设计史》，2012.md","412641","170169","32","26CA933FCF70101A92CF6F864E7219BC7E50F5473815BDB2FC0D92BA9D438E10","7000","25","0","PENDING"
"00-book","00-book\王受之：《世界当代艺术史》，2002.md","800902","337460","104","30CEC094D6CE774D1F49FC83A5F606EDC4F4C97869DF2F44FD48C13696C645C1","7000","49","0","PENDING"
"00-book","00-book\王受之：《世界平面设计史》，2001.md","1425786","575833","648","F4360361455D2E79CB62AF0625C5364F38AB4E80A1EE014F5C4E88234592A268","7000","83","0","PENDING"
"00-book","00-book\王受之：《世界现代设计史》，2015.md","1977083","872964","986","0E180B46F2ADB0E167A5AAA144C82711FB0D08A9D87946969D4D19483BC980CF","7000","125","0","PENDING"
"00-book","00-book\王树良, 张玉花：《现代设计史(白金版)》，2010.md","307564","116923","70","A29BEEABD16438D326DE21F4347BD700667DF40BDCE6C0460E598E1EC6795165","7000","17","0","PENDING"
"00-book","00-book\维克多·马格林：《世界设计史1：史前至一战》，2015.md","1782628","813935","86","EE900D843CC7E69996755DF6DFAF9E615EF4A3C8F2EFCCA5F24153E573341895","7000","117","0","PENDING"
"00-book","00-book\维克多·马格林：《世界设计史2：一战至二战》，2015.md","3024284","1323304","69","E60C42F331544722FCBF76F6CAEBAF7D39C0764385FA9461C7A6BD9994EB8F60","7000","190","0","PENDING"
"00-book","00-book\文一：《伟大的中国工业革命发展政治经济学一般原理批判纲要》.md","726066","280565","36","1C3163E721AF5C49F2D169388EAA87D65B5CD3F74E851ADBA0AEEE82C7C0C1C0","7000","41","0","PENDING"
"00-book","00-book\夏燕靖：《中国艺术设计史(升级版)》，2017.md","852187","326736","29","9DBA663E247B2EC4D06E94A62396B586A818FCCE0D62171A7C800DEB01FE8E7A","7000","47","0","PENDING"
"00-book","00-book\夏燕靖：《中国艺术设计史》.md","878585","320014","8","91E5225C83CFBF0793E6EF4EF5A26623E513C5EA5F55CF2059EB048BF6989CF5","7000","46","0","PENDING"
"00-book","00-book\移动的美术馆 20世纪初中国的书籍装帧设计与商业美术.md","132165","62638","778","C9BE86901FD7ECABA2E04CD6DB1C234083E6FF11545B3A475C5D7D566F1ABB8B","7000","9","0","PENDING"
"00-book","00-book\英彭妮·斯帕克(Penny Sparke)：《唯有粉红 审美品位的性别政治学》.md","599700","265490","3857","8D4AB3DFC44608B6A128D98ED511B1586EE635F9E5D89DD38B7537CC03B71EED","7000","38","0","PENDING"
"00-book","00-book\张夫也：《外国工艺美术史(第2版)》，2015.md","963964","377020","56","5B2DF0EFF371C82CA2C3EEFD16D348825EFF0F534C00064F5746510ABEBDD81B","7000","54","0","PENDING"
"00-book","00-book\张夫也：《外国现代设计史》，2009.md","389123","177288","456","41AF41DEA2CC0C7F43EB2A6965A303447D081C41DF245C415BB58D7E098F3770","7000","26","0","PENDING"
"00-book","00-book\赵江洪：《设计艺术的含义》，1999.md","339777","129776","24","F07DED64B92759C6E2AFAF3D66C190060B5A297AE72DC2008183C00AADE8209D","7000","19","0","PENDING"
"00-book","00-book\赵农：《中国艺术设计史》.md","1028950","384040","3","EA1BD9075639ECC1274A4E61BEA745B4F2F7FC6DD9539C6FEE3691D183CE06BD","7000","55","0","PENDING"
"00-book","00-book\周博：《断裂与绵延：中国现代设计史研究》，2019.md","789126","307916","31","15E80E5BB3C0A0E3A11F1FB8155A10257E7AE518A28317049D2BEFDAB650FA08","7000","44","0","PENDING"
"00-book","00-book\周博：《现代设计伦理思想史》，2014.md","517848","205697","63","DC4D9DE06973E16C8B33582829EC91B021DA7415CE31D0D59E6A43FC3F0E3F6F","7000","30","0","PENDING"
"00-book","00-book\周博：《中国现代文字设计图史》，2017.md","645574","262138","228","100BEC5EF3A0FF281A29A04B03EDB70C784CE54378502230BACBAA90C04C6301","7000","38","0","PENDING"
"00-book","00-book\周陟：《UI进化论：移动设备人机交互界面设计》，2010.md","640990","309765","45","8885F5552875377B5DF4C4644C370504093360AF067079AEB08BBB2665FB051A","7000","45","0","PENDING"
"00-book","00-book\朱和平：《世界现代设计史》，2004.md","751284","296231","20","EB0D755DDEDB4D8168878E29F73B9070A32B59D574328747C680D16170079AD1","7000","43","0","PENDING"
"00-book","00-book\朱和平：《现代设计史》，2012.md","660651","266274","18","D5B3062F533A7B4933D959DB5C4E33871059FD31ECA93787583864806636CB7D","7000","39","0","PENDING"
"00-book","00-book\邹德侬：《中国现代建筑史》，2001.md","694487","305877","9","1A6A43529862ABA19A90529C5878FA85CDE62118126A124E7ADEE03BEA8CB784","7000","44","0","PENDING"
"00-paper","00-paper\[ACM Press the conference - Ft_ Lauderdale, Florida, USA -- Gaver, William W_; B.md","44812","44625","263","4D7026B3D676BD7C350003267EADA7904DF972C8F8EEC495DF164683255C104D","7000","7","44625","COMPLETE"
"00-paper","00-paper\Alan C. Birnholz (review)：《Bauhaus and Bauhaus Peopleby Eckhard NeumannPainters of the Bauhausby Eberhard RotersWalter Gropius and the Creation of the…》_paged.md","16158","16158","71","227481395A864CE43ABE33FE8407EAB11A3C1085C993481F2BF35BC0B1C10595","7000","3","16158","COMPLETE"
"00-paper","00-paper\Allison, Brian：Research in Art and Design, 1993_paged.md","42155","42125","169","F063A328B917C178081E564ABC2FF71329DA2060E1FCB283AD09A83B23E7FB2D","7000","7","42125","COMPLETE"
"00-paper","00-paper\Alternatives：《exploring information appliances through Bill Gaver; Heather Marti.md","36318","36229","228","AA823B362B4E5E7F98B20613091DF7AE5B1CA15CDF649BC607DAD9041E68E5F4","7000","6","36229","COMPLETE"
"00-paper","00-paper\Anne-Marie Willis：《Ontological Designing》，2006_paged.md","66745","65691","313","A2C1A0D27F4994194ED61FE997F3B099100E9A2806A59839B4AFB5313BE5AFA3","7000","10","65691","COMPLETE"
"00-paper","00-paper\Avant-Garde as Method Vkhutemas and the Pedagogy of Space, 1920-1930.md","7096","4206","29","CE98396E53C669377BA682B40D3252A7C1F26B227AFDFEE2D8C0B70CC1AF7A12","7000","1","4206","COMPLETE"
"00-paper","00-paper\Bauhaus Imaginista Haus der Kulturen der Welt, Berlin, -- Basu, Priyanka -- West.md","29298","28933","117","C5C36DCC29BD6DF925AE482D81B0ABE26C4DA5475F579161F3FBBE76B2434C4C","7000","5","28933","COMPLETE"
"00-paper","00-paper\Book Review：《Michael Twyman, Printing 1770-1970 An Illustrated History of Its De.md","3894","3882","17","ECB87B75BC5F7962A477069E0EE2F91575BEDD6F89F4FD863500DDDB6CB62F9F","7000","1","3882","COMPLETE"
"00-paper","00-paper\Brew, Angela：The Nature of Research：Inquiry into Academic Contexts, 2001_paged.md","592976","588464","3677","3FDE619F636ACBDEECA6F1565B2620D5F93B014993968D3B6D247F6050795196","7000","85","588464","COMPLETE"
"00-paper","00-paper\Bruno Latour (as Jim Johnson)：《Mixing Humans and Nonhumans Together The Sociology of a Door-Closer》，1988_paged.md","53696","53641","150","3F24D56A758CAC3DF33FBBD2371507FD6B4C3A6F162B008F2C1B2E55E34C5986","7000","8","53641","COMPLETE"
"00-paper","00-paper\Buchanan, Richard：Design Research and the New Learning, 2001_paged.md","60478","60379","172","0DF8C87F8B1D6FCD04178B052268D1AF531ADA0EF3622886A6C2F92ABB23FFE4","7000","9","60379","COMPLETE"
"00-paper","00-paper\Buchanan：《Discovering design explorations in design studies》.md","629985","627608","2718","CDC894EA1C8D6CF48887E8A9B7B3068A066517F97D354CB7BC751746355C9843","7000","90","627608","COMPLETE"
"00-paper","00-paper\Cameron Tonkinwise：《Design for Transitions ‒ from and to what》_paged.md","27603","27414","219","BD2DE712E845DB1AF04E624E5230D5CEF0C78B31B648CB6AE93A22322A233E69","7000","4","27414","COMPLETE"
"00-paper","00-paper\Cameron Tonkinwise：《How We Intend to Future Review of Speculative Everything》，2014_paged.md","50732","50002","317","9FEBD568E87A6C6AB9C7A32BE1B1EC1AE03149D5E22E4BBCB989D7B2E7C9E9F3","7000","8","50002","COMPLETE"
"00-paper","00-paper\Cameron Tonkinwise：《Is Design Finished Dematerialisation and Changing Things》，2004_paged.md","51503","50809","241","66444B103DFEA07A1737761402954DC6C982C9EA17EF44117B1A39D2160C72C1","7000","8","50809","COMPLETE"
"00-paper","00-paper\Capkova, Helena; et al.：History of Design：Decorative Arts and Material Culture, 1400-2000, 2015_paged.md","8205","8113","39","DDCBC041C1B7B16E136BF993BB90833471518E3CF2E0AE57F8D80F69F583647A","7000","2","8113","COMPLETE"
"00-paper","00-paper\Catherine Harper：《Rethinking Decoration Pleasure and Ideology in the Visual Arts》_paged.md","12510","12371","81","A55A466B8E2E6BE2F19AB8271BB6AEA9132F651CE1B312484A95B6709450155E","7000","2","12371","COMPLETE"
"00-paper","00-paper\Cross, Nigel：Designerly Ways of Knowing, 2006_paged.md","306886","302972","1965","F978F4D293E07DC8AFC49B52933FA1780B1CAE97CDB843781F06BED23F8B433B","7000","44","302972","COMPLETE"
"00-paper","00-paper\Cross, Nigel：Designerly Ways of Knowing：Design Discipline versus Design Science, 2001_paged.md","20248","20213","133","AE6CFE465E4102BD785BEA81F490D5B6BE27BC8141DACCEF6CBB12E4FD193838","7000","3","20213","COMPLETE"
"00-paper","00-paper\Design and the Construction of Publics -- DiSalvo, Carl -- Design Issues, #1, 25.md","47510","47241","159","56682E040385C96A661137160954FC7208D1312DE9F6E9FF1F2F35F162631AB4","7000","7","47241","COMPLETE"
"00-paper","00-paper\Design history _ an anthology -- Doordan, Dennis P -- A Design issues reader, Ca.md","806086","804338","3339","8B4F7803EFC0EDC2504D40B48B59739656AB7D5B6DFDF10B3D9ED69BF4839B41","7000","115","804338","COMPLETE"
"00-paper","00-paper\Design Issues：Editors (2004-2013), 2014_paged.md","5854","5770","111","3B5DC882D64CEB3262A6C16DA268F3A8B20A7CF0378CBCC76D6E7BCD0AFE9A2C","7000","1","5770","COMPLETE"
"00-paper","00-paper\Design research society conference -- Design Studies, #4, 18, pages I-0, 1997 oc.md","2761","2751","47","52701B5DCBE8FF89292BFA927D3B5B7A873A8BEDDC5E4194CE7B7B0E9BFDE6D1","7000","1","2751","COMPLETE"
"00-paper","00-paper\Designing Visual Interfaces -- Mullet, Kevin; Sano, Darrell -- ACM SIGCHI Bullet.md","7314","7298","31","B2E719B7121732D0F6366683B2367AD2219DF77C626D9DA46B2C944A818A04E2","7000","2","7298","COMPLETE"
"00-paper","00-paper\Dorst, Kees：The Core of Design Thinking and Its Application, 2011_paged.md","35853","35370","171","F58AD5F651FD81383FB8F5E4E004CB1C80E7A5F9310B99BAD9B7C02C1AC93E4F","7000","6","35370","COMPLETE"
"00-paper","00-paper\Dorst, Kees; Cross, Nigel：Creativity in the Design Process：Co-evolution of Problem and Solution, 2001_paged.md","31109","30777","191","8F302D8C41E697CF2B6BED48865F3B46172F9BC516A07FEE9B79360AD2A9DDE2","7000","5","30777","COMPLETE"
"00-paper","00-paper\Dunne：《[ACM Press the conference - London, England (2002.06.25-2002.06.28)] Proc.md","11947","11792","110","FE5D7551E9A5256DA6FE7D93BEAB29528AF12FA3C32893C14CB114F59F3E294D","7000","2","11792","COMPLETE"
"00-paper","00-paper\Engholm, Ida：Digital Style History：The Development of Graphic Design on the Internet, 2002_paged.md","55432","55046","316","BE3F12FCC3157134FC863C050D07FDE2F353B1E46C97F91320E8F9C929256BFB","7000","8","55046","COMPLETE"
"00-paper","00-paper\Fallman：《The Interaction Design Research Triangle of Design Practice, Design Stu.md","40102","39836","173","4F44937A96E25BA2B52038F08F7DBD062C9A2747CBDBA04E6662CCA219FF353F","7000","6","39836","COMPLETE"
"00-paper","00-paper\Foucault, Michel：Of Other Spaces：Utopias and Heterotopias, 1967_paged.md","25911","25840","69","B7325D6440151CC5F29AFF6F5B0E45055AD516730179D69FE4B11D7EF069AB19","7000","4","25840","COMPLETE"
"00-paper","00-paper\Frampton, Kenneth：Towards a Critical Regionalism：Six Points for an Architecture of Resistance, 1983_paged.md","49464","49384","190","18EAED9FA276894DA87483693B3EEA98873EA23D820E0D35F62476EAC9C50A8C","7000","8","49384","COMPLETE"
"00-paper","00-paper\Gideon Kossoff：《Holism and the Reconstitution of Everyday Life A Framework for Transition to a Sustainable Society》_paged.md","51312","50847","260","DC224729ED0B46D0FC81FDC33C7F42635DEEE5B56A96DB9DB481E1A42D7A95C0","7000","8","50847","COMPLETE"
"00-paper","00-paper\Glanville, Ranulph; Jonas, Wolfgang：Research through Design through Research：A Cybernetic Model, 2007_paged.md","56977","56403","380","B09998EE4714D41B690FBD70B391DAFDBD40A6421A8D0057BCB8C82585CBB956","7000","9","56403","COMPLETE"
"00-paper","00-paper\Horst W. J. Rittel; Melvin M. Webber：《Dilemmas in a General Theory of Planning》_paged.md","48436","48368","213","D84971902B156BAED09A9501709EF3144B08B97F0A68757215085266415187C6","7000","7","48368","COMPLETE"
"00-paper","00-paper\How HCI interprets the probes -- Kirsten Boehner; Janet Vertesi; Phoebe Sengers;.md","59716","59403","300","58EDB2125015B863A58E12E9F5CF51E5B383E0BA1934F93BA786B7F3C22BAC80","7000","9","59403","COMPLETE"
"00-paper","00-paper\How to conduct a bibliometric analysis_ An overview and -- Donthu, Naveen (autho.md","74972","74591","368","BC902C6B9D8AD08FBEB2CE5B87B04433E8EB5F9CEA2D8AE7CAC4B788B101ABE6","7000","11","74591","COMPLETE"
"00-paper","00-paper\HUNT J. Prototyping the social Temporality and speculative futures at the inters.md","4428","4366","15","DFDA6C9A5873D25013E6E8BD84EC2B0ADD37CD67D2EA88EE04E9D17717161D59","7000","1","4366","COMPLETE"
"00-paper","00-paper\Igor Kopytoff：《The Cultural Biography of Things Commoditization as Process》，1986_paged.md","74979","74973","239","88BE255CDED95CD96A52FB631AE735E38CC44C63E2A54B6D075495AF7FD1894B","7000","11","74973","COMPLETE"
"00-paper","00-paper\INDEX.md","10124","7351","206","04E40FD652611DA2330CED68A55C5E6FFA0B2D84CBA86634716883CD4EAE004C","7000","2","7351","COMPLETE"
"00-paper","00-paper\Jeanne Liedtka：《Perspective Linking Design Thinking with Innovation Outcomes through Cognitive Bias Reduction》，2015_paged.md","73590","73013","349","92AFD96914D6205CFEF4E93A83FB5D9161350D47A79AB8EFC957695FDCB29E02","7000","11","73013","COMPLETE"
"00-paper","00-paper\Jespersen, John Kresten：Originality and Jones' The Grammar of Ornament of 1856, 2008_paged.md","53561","52946","205","4B5D94872233F8C7AB40F5F4A949131530BD59584BF6EBDC9A059B3021F72DAD","7000","8","52946","COMPLETE"
"00-paper","00-paper\Laura Forlano：《Posthumanism and Design》，2017_paged.md","70392","69402","406","5188FF1C1AE4C017B8D815079F4DEF8BA0F8C4BD6F37768D9DBF6CC7F9C4E2D2","7000","10","69402","COMPLETE"
"00-paper","00-paper\Lucy Kimbell：《Rethinking Design Thinking Part I》，2011_paged.md","59841","59364","343","EF3D0D0C44E55616E520A0A6A0C6304FE0887C868681552E2BDF3173A7FB0E31","7000","9","59364","COMPLETE"
"00-paper","00-paper\Lucy Kimbell：《Rethinking Design Thinking Part II》，2012_paged.md","53692","53292","298","2C5C2CC5F02DE5515940A48A1A42267C1D6B835E9D5E561EDF372E62360809D2","7000","8","53292","COMPLETE"
"00-paper","00-paper\M. J. Golec：《Cold War Modern Design 1945-1970 Fear and Fashion in the Cold War Posters of the Cold War》_paged.md","15173","14928","59","D7712CF3AEBDFBD1D5D26ECC6589823A692109340EC08662D8597753CF6346AF","7000","3","14928","COMPLETE"
"00-paper","00-paper\Madina Tlostanova, Redi Koobak：《Border thinking and disidentification Postcolonial and postsocialist feminist dialogues》_paged.md","58294","57485","263","2E0F46529FBC576EF666172AD4332E7379CC1D53CDF821B576A4EDE05027FB2B","7000","9","57485","COMPLETE"
"00-paper","00-paper\Marian Mazzone, Ahmed Elgammal：《Art, Creativity, and the Potential of Artificial Intelligence》_paged.md","39198","39043","110","9918B3BD9E8D3E26CB3762C63C919929ABA370E71497929B8C27FB12A6C55528","7000","6","39043","COMPLETE"
"00-paper","00-paper\Michael S. Kimmel, Eileen Boris, Alan Crawford：《The Arts and Crafts Movement Handmade Socialism or Elite Consumerism Art and Labor Ruskin, Morris, and the Craftsman Ideal…》_paged.md","16044","16044","105","1235D43E222BBAEDEE82BFF4712909B224E06D6218D40D3993341CAB111C5F11","7000","3","16044","COMPLETE"
"00-paper","00-paper\Nieusma：《Alternative Design Scholarship Working Toward Appropriate Design》.md","36594","36326","83","361275A4277291511AF4485CBB974B136870000DDB73480EBF177A483282BBA5","7000","6","36326","COMPLETE"
"00-paper","00-paper\Nigel Thrift：《Non-Representational Theory Space, Politics, Affect》，2008_paged.md","1083324","1079551","6573","EB0F251569A7AFE61DD5B59912107D71E93D0B877F596CB788B36472B6E38F7F","7000","155","1079551","COMPLETE"
"00-paper","00-paper\ONeill：《The Transformer Principles of Making Isotype Charts by Marie Neurath and.md","16534","16382","47","A6DF7BC5EDA335DBEE382674F78A3A30C271AF39F8CFA2DC03F2C1A333307F22","7000","3","16382","COMPLETE"
"00-paper","00-paper\Per Galle László Béla Kovács：《Replication protocol analysis a method for the study of real-world design thinking》_paged.md","48892","48868","364","DB6D9D67382612D3F7B1777208C40BB417E6836F17060C9E6B97807A481E18BC","7000","7","48868","COMPLETE"
"00-paper","00-paper\Reed Benhamou：《By Design Why There Are No Locks on the Bathroom Doors in the Hotel Louis XIV and Other Object Lessons (review)》_paged.md","6277","6187","43","A069D0C9F3421DBF1388C213E391ED8B95C955B631B70D8654F43FC3E91427E4","7000","1","6187","COMPLETE"
